cand id	BERTScore_F1	BERTScore_P	BERTScore_R	bert_s+wms	bert_sms	bert_wms	BLEU	elmo_s+wms	elmo_sms	elmo_wms	glove_s+wms	glove_sms	glove_wms	ROUGE-1	ROUGE-2	ROUGE-L	score
5989	0.8325732	0.84804547	0.81765544	1.1883273185763053e-05	0.00018852757246346681	7.490252509045316e-07	0.079011544	3.61e-06	0.000202723	6.43e-08	0.017095448	0.07344352900000001	0.003951828	0.28478964	0.032573286	0.20560747199999999	1
5990	0.8263457000000001	0.8326386999999998	0.8201470999999999	1.1298576036276324e-05	0.000186769703609576	6.802764594284639e-07	0.096545939	3.87e-06	0.00031246299999999997	4.79e-08	0.017687656	0.085862854	0.0036317040000000004	0.250712246	0.017191972	0.17647058399999999	3
5991	0.83900476	0.8556582	0.8229873	1.9278930070558e-05	0.0003152564093498248	1.1779697647638526e-06	0.060879472000000004	5.64e-06	0.00036985800000000004	8.59e-08	0.019962569	0.102015337	0.003903515	0.269360265	0.033898301	0.177339898	2
5992	0.8203976000000001	0.82357997	0.81723976	4.2539466454003575e-06	0.00010881221962554376	1.662201160524823e-07	0.027625003	4.33e-06	0.000541942	3.46e-08	0.022756968	0.116344565	0.004451258	0.18947368	0.02120141	0.163461534	1
5993	0.82700115	0.83332866	0.8207690999999999	1.1472847722753212e-05	0.00018667318888712062	7.033381740288651e-07	0.111890555	4.27e-06	0.000237977	7.63e-08	0.017912596	0.07897598900000001	0.0040394359999999995	0.283185836	0.029673586000000002	0.206896547	2
5994	0.82158625	0.82864106	0.81465054	1.0354747055230027e-05	0.00016170724669882522	6.627818125725173e-07	0.074511312	3.15e-06	0.000234297	4.25e-08	0.016364532	0.07596937299999999	0.0034920240000000003	0.232704398	0.00632911	0.19130434300000002	2
5995	0.83737063	0.8491384	0.8259245000000001	1.0504288061321227e-05	0.00014581555894466674	7.529772920085543e-07	0.080344616	4.47e-06	0.00021821900000000002	9.12e-08	0.020334016	0.076511395	0.005383653	0.27044024699999997	0.044303793	0.20353981899999998	2
5996	0.82757163	0.8402572	0.8152633	1.4006191368376394e-05	0.0002404880961694608	8.125615676164103e-07	0.056422487	2.88e-06	0.000229985	3.58e-08	0.015800395	0.076480335	0.003262938	0.210526312	0.019867545	0.150234738	1
5997	0.8387368000000001	0.8489044	0.8288099	1.1353489975753995e-05	0.00020747627845400392	6.082346816020107e-07	0.067224149	4.48e-06	0.000249046	8.060000000000001e-08	0.019227286	0.08092112900000001	0.004516815	0.23762375800000002	0.033222587000000005	0.17431192199999998	2
5998	0.8250627	0.84066164	0.8100321	1.1440288756711747e-05	0.00022015476725438431	5.917388541138061e-07	0.014546947	3.8e-06	0.000328047	4.4000000000000004e-08	0.018382485	0.08584578300000001	0.0039360459999999995	0.20377358199999998	0.030418248	0.17708333	2
5999	0.81585455	0.8262735999999999	0.80569506	5.5667901751249164e-06	0.00010998561845057792	2.8175640861438873e-07	0.0016122970000000002	1.22e-06	0.00015358399999999999	9.709999999999999e-09	0.010993959	0.070387593	0.0017097979999999998	0.145748985	0.032653059	0.124293783	1
6000	0.8281832	0.82998043	0.8263937	1.4514135300328973e-05	0.0002268507636758167	9.233627712562712e-07	0.092296511	5.31e-06	0.000310024	9.109999999999999e-08	0.021394811	0.084263991	0.005409196999999999	0.24705881899999999	0.017751475	0.19672130699999998	2
6001	0.8242771999999999	0.8356621	0.8131984999999999	8.654883933341685e-06	0.00011565626479122827	6.439530418341247e-07	0.024469081	3.59e-06	0.00026161	4.92e-08	0.016226076000000002	0.077874543	0.003380774	0.210909087	0.014652011000000001	0.17258882899999997	1
6002	0.83339953	0.84164846	0.8253108	7.76609374425905e-06	0.00014291029690816561	4.219596385823453e-07	0.10566835699999999	2.75e-06	0.000190974	3.95e-08	0.017005519	0.074859583	0.003854248	0.262195117	0.018404903	0.18340610899999998	2
6003	0.8422926	0.84634554	0.83827823	2.9267090633990492e-05	0.00045363576509114943	1.8833707517761487e-06	0.18428152399999997	1.0300000000000001e-05	0.000640409	1.65e-07	0.032751171	0.11615581800000001	0.009215757	0.307304781	0.045569615	0.18587360100000003	3
6004	0.80307436	0.8109055000000001	0.79539293	2.073615353434469e-06	6.046074567358249e-05	7.083723274434763e-08	0.002402337	2.03e-06	0.00020349099999999998	2.02e-08	0.013697262	0.074738315	0.002510293	0.102766796	0.0	0.05586591900000001	1
6005	0.8206634	0.8206396999999999	0.820687	1.2651065858578007e-05	0.00018887579486629976	8.464134856503413e-07	0.14146572400000001	5.6e-06	0.000295107	1.06e-07	0.022468736	0.077305851	0.00633735	0.27604166199999997	0.020942403000000002	0.181818177	3
6006	0.8468048	0.86429757	0.83000606	1.2935857271589505e-05	0.00019452339592180613	8.589279498218644e-07	0.08146183	4.18e-06	0.000227924	7.5e-08	0.018530221	0.073864594	0.004580939	0.29801324100000004	0.053333329000000006	0.196261678	2
6007	0.8410368	0.8495611999999999	0.8326818000000001	1.2403225277955635e-05	0.00021746313491812928	7.055928357952782e-07	0.11321566400000001	4.69e-06	0.000330846	6.64e-08	0.019563696999999998	0.08609551800000001	0.004441387	0.24501424	0.040114607999999996	0.188524585	3
6008	0.8246876	0.8271823	0.8222079	1.4478025621502649e-05	0.00017019609200459758	1.2153787659772405e-06	0.126748152	4.94e-06	0.000224711	1.08e-07	0.019107438	0.076165422	0.004784062	0.27683615300000003	0.028409086	0.219409278	1
6010	0.8420633	0.85746163	0.8272082000000001	1.549163168243015e-05	0.00030915290174313723	7.74545362495978e-07	0.073632993	5.09e-06	0.000376827	6.88e-08	0.021959486	0.090385019	0.005335164	0.264516125	0.012987008999999999	0.17924527899999998	1
6011	0.80206853	0.8087544	0.7954923	1.6237382253827425e-05	0.00024097020814853106	1.0937131171819036e-06	9.57e-06	4.39e-06	0.00038862900000000004	4.96e-08	0.006950771999999999	0.045061505999999994	0.001063147	0.060344826	0.0	0.048192769	1
6012	0.80146486	0.8097894	0.79330987	5.0569309726172794e-06	7.047616593333254e-05	3.5944931216304495e-07	0.033779559	2.33e-06	0.00015130700000000002	3.5699999999999995e-08	0.011589045	0.057391551	0.002301347	0.161616158	0.006779657	0.126829264	0
6013	0.8300581	0.84896326	0.81197655	1.1222095359111753e-05	0.00022249192798887035	5.524145820520514e-07	0.005684771999999999	2.84e-06	0.000235518	3.42e-08	0.016819778	0.08966303699999999	0.00312764	0.163424122	0.023529408999999998	0.17297297	1
6014	0.84141445	0.8490343000000001	0.8339300999999999	1.993721032648255e-05	0.0003768358608717407	1.0505715340337026e-06	0.136095685	8.11e-06	0.00058837	1.12e-07	0.022189523	0.10239105400000001	0.004808769	0.28494623199999997	0.027027022	0.21259842	3
6015	0.84892267	0.8646087	0.8337957	1.587030703749942e-05	0.0003028733763161587	8.283761611636856e-07	0.09348823099999999	5.12e-06	0.00036904099999999997	7.110000000000001e-08	0.018775265	0.09570391199999999	0.003676379	0.248520705	0.029761900000000004	0.173913039	2
6016	0.8302972	0.8295322	0.8310636	1.2618508203560645e-05	0.00022274754525785804	7.148094126213228e-07	0.177613269	5.3e-06	0.000332347	8.45e-08	0.020433229	0.081919755	0.005078433	0.31279620399999997	0.033333327999999995	0.242857138	3
6017	0.8483586	0.8693079	0.82839525	1.2569073563897578e-05	0.00017508416458755267	8.943191106694771e-07	0.04459591	3.57e-06	0.000193535	6.580000000000001e-08	0.017424573	0.065833852	0.004595691	0.250871076	0.035087715	0.194174753	1
6018	0.81456095	0.82183754	0.807412	9.324530890677356e-06	0.00014560558976765516	5.921261085118637e-07	0.050798565	3.55e-06	0.000383198	3.3e-08	0.016393688	0.092942621	0.002872533	0.248322144	0.020270266000000002	0.123222745	2
6019	0.8332809000000001	0.8522209999999999	0.8151643	1.620772429297063e-05	0.0002997841810651225	8.72653808622406e-07	0.036648209	5.49e-06	0.00040700599999999996	7.4e-08	0.017584321	0.08390170400000001	0.003683342	0.23157894399999998	0.04946996099999999	0.160804016	1
6020	0.8364751	0.8419886999999999	0.8310331	1.8552693939818343e-05	0.0003246559967810997	1.0553685436696134e-06	0.117100607	7.04e-06	0.000586943	8.44e-08	0.021361522999999997	0.10367119300000001	0.004401557	0.27586206399999996	0.023121383	0.23293172199999998	2
6021	0.83962756	0.86031574	0.8199110000000001	9.865569469427639e-06	0.00012976057130570959	7.44015367310896e-07	0.017371829	4.3e-06	0.00020971099999999998	8.81e-08	0.021261695	0.074311278	0.006056076	0.161172158	0.022140218	0.183673466	2
6022	0.8292560999999999	0.8334228000000001	0.8251309000000001	8.365840102435013e-06	0.0001490916522189355	4.651060801303704e-07	0.10040657900000001	5.1e-06	0.000270995	9.61e-08	0.020218179	0.082919731	0.004928412	0.249258156	0.023880592000000003	0.14678898699999998	2
6023	0.8383013000000001	0.84409666	0.832585	2.399724958427084e-05	0.0004175624553225536	1.3746012374253034e-06	0.140485587	6.36e-06	0.000436825	9.269999999999999e-08	0.022047177999999997	0.09311276	0.005216791	0.282608691	0.027322399	0.158333329	2
6024	0.8249168	0.8338148999999999	0.8162066	1.260133542298362e-05	0.00020424387893823987	7.773862910328409e-07	0.034166952	3.86e-06	0.000243523	6.099999999999999e-08	0.017781481000000002	0.082314216	0.003803562	0.234042549	0.028571425	0.159999996	1
6025	0.8133894	0.82133394	0.8055972	5.406875960108778e-06	6.491472791747518e-05	4.4822415935592936e-07	0.00972981	4.02e-06	0.000298784	5.3600000000000004e-08	0.018743175	0.09708905599999999	0.003618188	0.135849053	0.015209122	0.116402113	1
6026	0.83848345	0.83976996	0.8372008	1.0578045447464115e-05	0.0001668602758357141	6.61698053768483e-07	0.16638981	6.55e-06	0.00036610099999999997	1.1699999999999999e-07	0.023852493	0.085732081	0.0066161959999999995	0.327014213	0.023809518999999998	0.235294113	3
6027	0.83211154	0.82455504	0.8398076999999999	1.715416661436209e-05	0.0003581285803519178	8.188439763522434e-07	0.17582846	8.42e-06	0.0007608939999999999	9.32e-08	0.023751962	0.11371585099999999	0.004956315	0.315789469	0.030836999	0.19871794399999998	3
6028	0.8192193000000001	0.8245195	0.8139867	8.902299575205533e-06	0.00012114836505345906	6.419290144092602e-07	0.03119438	1.46e-06	9.08e-05	2.3500000000000002e-08	0.015274908	0.060012416	0.003826145	0.14432989300000001	0.013840827	0.163461534	2
6029	0.8227028000000001	0.8278614	0.8176081999999999	1.1410531469323524e-05	0.00017042071710507173	7.583432576254975e-07	0.07015858700000001	4.35e-06	0.000258917	7.27e-08	0.020059801999999998	0.078831568	0.005086215	0.233438481	0.031746027	0.17431192199999998	1
6030	0.84279627	0.84999853	0.8357150999999999	1.6428485693898067e-05	0.0002393251447345304	1.1272470724746786e-06	0.161599138	5.02e-06	0.000289824	8.7e-08	0.022378929	0.089323376	0.005600888	0.308080803	0.025380706	0.205323189	3
6031	0.83452255	0.83169293	0.8373714	1.9629085933378934e-05	0.0003741856421166792	1.0296230173226651e-06	0.162942716	9.74e-06	0.000716394	1.32e-07	0.024750885	0.107309534	0.005587406	0.310077514	0.041558437000000004	0.21886792	3
6032	0.83537287	0.85035354	0.8209109	5.804283784309629e-06	9.101786031870548e-05	3.6264355455922407e-07	0.031944646	4.79e-06	0.000280081	8.130000000000001e-08	0.021012035	0.087224563	0.00505786	0.204225348	0.021276592	0.163461534	2
6033	0.83201647	0.8263232	0.83778876	1.3756235249442441e-05	0.00022569649824596603	8.32674610879042e-07	0.181239293	9.53e-06	0.000555865	1.62e-07	0.023628628	0.097837215	0.0056619009999999996	0.310344823	0.039603955	0.23859648600000002	3
6034	0.8213188	0.82202977	0.82060915	1.5111294821303589e-05	0.00024217648735058424	9.392444696220705e-07	0.101767586	4.47e-06	0.00033391800000000005	5.98e-08	0.018808599	0.088802141	0.003981501	0.223495697	0.017291062	0.145748983	2
6035	0.8180384	0.8234947	0.81265396	6.825349950840233e-06	0.00013756950691677498	3.33373478455358e-07	0.045854655999999994	2.4e-06	0.000221915	2.5499999999999997e-08	0.014000043	0.071782025	0.0026810109999999996	0.204620458	0.006644514	0.149532706	1
6036	0.82504517	0.8212815999999998	0.8288433000000001	1.3897803992057142e-05	0.00020813760503342305	9.248556918435943e-07	0.136884051	7.09e-06	0.00041254599999999996	1.2199999999999998e-07	0.024187592999999997	0.095477647	0.006087628	0.27493261	0.027100266	0.17120622100000002	2
6037	0.83756566	0.85353655	0.82218134	1.632718041274329e-05	0.00028283532679266834	9.42516896601356e-07	0.048714345	4.53e-06	0.000283908	7.2e-08	0.01635847	0.074655449	0.003584462	0.24573378399999998	0.034364257	0.201923073	2
6038	0.79635495	0.78247917	0.8107316999999999	5.9024276374993325e-06	7.982691163505089e-05	4.349112971930276e-07	0.101195939	4.46e-06	0.000302609	6.57e-08	0.015248847	0.08373937099999999	0.00273102	0.242253516	0.028328607000000002	0.168674694	2
6039	0.8212218000000001	0.8232013000000001	0.8192519	1.032559749525219e-05	0.00016745792330879152	6.3159724049504e-07	0.09070373699999999	2.85e-06	0.000168253	4.67e-08	0.014726899	0.067396615	0.0031672759999999997	0.240963851	0.02424242	0.19047618600000002	1
6040	0.8344889000000001	0.8457316999999999	0.82354116	1.5180265477925039e-05	0.000212110214001604	1.086376018571268e-06	0.055218897999999995	6.88e-06	0.00048423	9.75e-08	0.020105318	0.09980378	0.004038212	0.260869561	0.026936022999999996	0.210526312	1
6041	0.8174235	0.83128107	0.8040204000000001	7.6105401478875095e-06	0.00011932815773396001	4.843349148135144e-07	0.006969928	2.19e-06	0.000146513	3.2799999999999996e-08	0.012120176000000002	0.061733395999999996	0.002374437	0.162162159	0.015564198999999999	0.14893616699999998	2
6042	0.84411925	0.8528975000000001	0.83551985	2.97045433709925e-05	0.0004921718915352137	1.7894785178972396e-06	0.09958369800000001	9e-06	0.000589875	1.37e-07	0.023842776	0.10148578400000001	0.005596966	0.286604357	0.025078365	0.215517237	2
6043	0.8435115	0.86474013	0.8233003000000001	9.56760205774488e-06	0.00016167825668070895	5.657380376099322e-07	0.024937232	4.36e-06	0.000265626	7.16e-08	0.017808498	0.08137544	0.00385536	0.22627736899999998	0.036764702	0.212121208	1
6044	0.82645583	0.8598256999999999	0.7955793999999999	3.4891641446850717e-06	3.884291450762828e-05	3.091715944324086e-07	1.73e-06	1.51e-06	7.5e-05	3.04e-08	0.007199069000000001	0.034309621	0.001480719	0.08695652	0.017543858	0.09756097400000001	2
6045	0.82564574	0.82874113	0.8225734	1.5106496635730667e-05	0.00022707868595817646	1.0049626046586138e-06	0.08952235	4.71e-06	0.000268306	8.279999999999999e-08	0.022724783999999998	0.092811974	0.005559962	0.280373827	0.025078365	0.232142853	2
6046	0.8239367	0.82850623	0.8194173	1.1515938931449201e-05	0.0002245245511684034	5.900972533300367e-07	0.07374707400000001	3.31e-06	0.00025821	4.25e-08	0.019180059	0.08727846199999999	0.004187896	0.22641509	0.025316451	0.15044247300000002	1
6047	0.81439793	0.8284009	0.80086046	7.134075420031157e-06	9.45523916402679e-05	5.351194353734614e-07	0.023969338	1.71e-06	9.71e-05	3.01e-08	0.011226608	0.04610159900000001	0.002706722	0.142348751	0.014336914	0.104712039	1
6048	0.8321192	0.83992034	0.82446164	9.4776958189991e-06	0.0001138390765332277	7.684818906350689e-07	0.106648164	2.79e-06	0.00013565299999999998	5.6600000000000004e-08	0.017089213	0.062615083	0.004581465	0.262390666	0.035190611000000004	0.20920501600000002	1
6049	0.8290586	0.84516615	0.81355345	1.155693234915722e-05	0.00022886732530931679	5.788846569419765e-07	0.015830527	2.61e-06	0.00024654	2.75e-08	0.014833141999999999	0.07970632700000001	0.002753765	0.16296296	0.03731343	0.12307692	1
6050	0.8325367	0.82931715	0.8357813000000001	1.9206699131323735e-05	0.00032044123481155874	1.1461796437439432e-06	0.138183237	8.08e-06	0.000470166	1.3900000000000001e-07	0.02577379	0.097128184	0.006832031999999999	0.29090908600000004	0.036496346	0.239999995	3
6051	0.8332461999999999	0.8385819	0.8279779	1.2156912158459432e-05	0.0001580652806801657	9.306243202984972e-07	0.137662551	4.96e-06	0.000255627	9.64e-08	0.019833181000000002	0.080028401	0.004910053	0.288888884	0.03910614	0.21259842	1
6052	0.8051496	0.8020309	0.8082925999999999	1.2841066460176993e-05	0.00024125648790605805	6.6923429948607e-07	0.093529973	4.85e-06	0.00045008300000000005	5.22e-08	0.021850809	0.122322154	0.00390016	0.22160664300000002	0.016713086999999998	0.159663861	2
6053	0.8185821999999999	0.8320503	0.8055432	1.035625804908042e-05	0.00014065322356339772	7.571075721126978e-07	0.017055493999999997	4.17e-06	0.000316826	5.48e-08	0.019194648	0.088840407	0.004140100000000001	0.191881915	0.007434941	0.10582010300000001	1
6054	0.8317486	0.8513853000000001	0.8129974	8.712314717386375e-06	0.00017671721830194793	4.2952520898801575e-07	0.042088195	4.77e-06	0.00041911	5.4400000000000004e-08	0.015713135	0.08616550199999999	0.002865447	0.235294114	0.020905919	0.17258882899999997	1
6055	0.83301586	0.8436924000000001	0.82260615	6.476474271671184e-06	0.00010045573444896403	4.0613841659989746e-07	0.13759281	3.15e-06	0.000162614	6.09e-08	0.016905572	0.061736252	0.004600618	0.31791907	0.052325577000000005	0.262008729	2
6056	0.8340028	0.84650254	0.8218669	6.895052054182579e-06	0.0001362412982447927	3.4867241461799734e-07	0.068919238	2.57e-06	0.000165008	4.0099999999999995e-08	0.015650375	0.074430681	0.003266748	0.23492063100000002	0.012779548	0.156682023	1
6057	0.83246094	0.83697283	0.8279975	1.669326109230248e-05	0.00035007633965472644	7.925827942271374e-07	0.137622083	5.55e-06	0.000428983	7.17e-08	0.02080382	0.09087335099999999	0.004761624	0.271468139	0.027855148	0.17813764699999998	3
6058	0.82123286	0.82774734	0.8148201	1.3543222903697694e-05	0.00018958863433981332	9.56656619118039e-07	0.098156243	3.4e-06	0.00022108299999999998	5.2e-08	0.015734901000000003	0.06743478900000001	0.003581585	0.22608695199999998	0.034985418	0.157205236	2
6059	0.8167393000000001	0.82119566	0.81233114	1.0242156005672694e-05	0.0001652004231807426	6.201677486711293e-07	0.004040863	5.81e-06	0.000476852	7.04e-08	0.017901393	0.10223876300000001	0.003131744	0.117647056	0.031620551000000004	0.08695651900000001	1
6060	0.80879384	0.81730694	0.80045635	8.099392458588581e-06	0.00011698912179775104	5.537860229869604e-07	0.010777526	2.51e-06	0.000199142	3.17e-08	0.014099664	0.081630988	0.002432221	0.140740737	0.0	0.116402113	1
6061	0.82788867	0.8238721999999999	0.8319445	2.278317094599347e-05	0.0004436833703687262	1.1679581265232756e-06	0.17291701	8.92e-06	0.000583926	1.36e-07	0.028555102000000002	0.11429750300000001	0.007125505	0.314655167	0.030303025	0.222222217	3
6062	0.8216686	0.8271025	0.81630576	8.285867496995378e-06	0.00015528203923284318	4.4067959090818226e-07	0.042467574	2.62e-06	0.00020857900000000002	3.3e-08	0.014288816000000001	0.072067336	0.00283292	0.208754205	0.006779657	0.185185181	1
6063	0.82696265	0.8323723	0.8216228000000001	1.715567175329709e-05	0.0002703034689675257	1.088579854845048e-06	0.080151656	4.15e-06	0.000267962	6.38e-08	0.019224944	0.08034250400000001	0.004594725	0.22839505699999998	0.012422356	0.173913039	2
6064	0.83125025	0.8438482	0.8190229	1.3633182007197204e-05	0.00022556394875629677	8.140888167932805e-07	0.063168782	5.54e-06	0.000536405	5.7199999999999996e-08	0.01939279	0.094165477	0.003976415	0.27450979999999997	0.046052627	0.189573456	2
6065	0.8342187	0.84337795	0.8252562	8.934202196856737e-06	0.00015494653749633608	5.1429748124101e-07	0.083713809	3.2e-06	0.000232594	4.4000000000000004e-08	0.015222511999999999	0.071146649	0.003250513	0.24539876800000002	0.024691354	0.162162158	2
6066	0.8101229999999999	0.8144718000000001	0.8058204999999999	7.287392362061218e-06	0.00011944542952689808	4.4198644708519937e-07	0.032755024	2.95e-06	0.00020451400000000001	4.26e-08	0.014856183	0.07186941200000001	0.0030481640000000003	0.190140841	0.035460989	0.145077717	1
6067	0.8272069	0.8401335999999999	0.8146720000000001	7.278495105436403e-06	0.00012109014885899084	4.359473648393608e-07	0.024797995	3.85e-06	0.000248672	5.96e-08	0.018157253999999998	0.08050855900000001	0.004075906	0.199999996	0.007194241	0.159999996	1
6068	0.8366805	0.84628546	0.82729113	1.7515789320764336e-05	0.00025853093865663054	1.1768727146044457e-06	0.039517897	3.12e-06	0.000154102	6.31e-08	0.019264054	0.07127481599999999	0.005154072	0.232394362	0.021276592	0.208530802	2
6069	0.83165467	0.8439239	0.8197370999999999	8.351626904492572e-06	0.00012474632925237934	5.584696471432043e-07	0.11298546699999999	3.07e-06	0.000168165	5.6e-08	0.017593161	0.071132385	0.004317866	0.294117642	0.029585794	0.174672485	2
6070	0.83125854	0.84083945	0.8218936	2.7260838939584523e-05	0.0004757096098019178	1.555370988440954e-06	0.072819042	7.66e-06	0.000537238	1.0900000000000001e-07	0.020624764	0.10231882	0.004150121	0.267973852	0.032894732999999995	0.235294113	2
6071	0.8413345	0.85287386	0.83010334	1.613290070721255e-05	0.00023862229208835567	1.0824482224639964e-06	0.08640995900000001	3.31e-06	0.00019764900000000002	5.5e-08	0.015113905	0.066501802	0.0034238759999999997	0.27388534600000003	0.051282047000000004	0.181818177	2
6072	0.8414485	0.8552476000000001	0.8280875	1.0411893117092176e-05	0.0001716415753869732	6.308555957714542e-07	0.060824934000000004	3.41e-06	0.000192156	6.03e-08	0.015837318	0.063995188	0.003909086	0.228013025	0.026229504	0.175115203	2
6073	0.83017284	0.83055896	0.82978714	9.588675167243511e-06	0.00016515678831448014	5.561348376777901e-07	0.11937213	4.83e-06	0.000275205	8.470000000000001e-08	0.017357932	0.075421499	0.003990741	0.247368416	0.031746027	0.17910447300000001	2
6074	0.8364328000000001	0.8519136999999999	0.8215045	6.992127870146265e-06	8.940735694956491e-05	5.450766339629892e-07	0.029319796000000002	1.89e-06	9.03e-05	3.95e-08	0.010920388999999999	0.040727502	0.002864735	0.191489358	0.021428568	0.182741113	2
6075	0.8289354	0.81884474	0.8392778000000001	1.8664354403890884e-05	0.00032070660245823936	1.083163844940615e-06	0.184405667	1.01e-05	0.0006770939999999999	1.5e-07	0.029057827	0.12250041699999999	0.0068908	0.276923072	0.030905072000000002	0.182389932	3
6076	0.81902564	0.8176536	0.82040226	1.0264254771243988e-05	0.00014332931994322337	7.315526962179891e-07	0.160107955	3.68e-06	0.000198337	6.8e-08	0.02254488	0.082445554	0.006163124	0.305825238	0.029268287999999996	0.214559382	2
6077	0.8208030999999999	0.8338249	0.8081819	8.478268928140183e-06	0.0001530250004399606	4.6920388896409683e-07	0.062403877	4.05e-06	0.000278548	5.88e-08	0.017310017	0.08173266400000001	0.003652185	0.22006472100000002	0.026058627999999997	0.14705882	1
6078	0.83850634	0.8608239	0.8173166999999999	1.1809060904710284e-05	0.00020149507917583008	6.897409601471678e-07	0.057738156	3.85e-06	0.00025308	5.8200000000000005e-08	0.014987974	0.068656013	0.00321898	0.274914085	0.034602072000000005	0.207920788	2
6079	0.83416677	0.838407	0.8299692	1.670127074023914e-05	0.0002572404994852907	1.0790932858834124e-06	0.124750747	8.03e-06	0.000572873	1.13e-07	0.026248054	0.110287892	0.006246573	0.293255127	0.023598815	0.21186440199999998	3
6080	0.83276397	0.84009767	0.82555723	1.7283317741525714e-05	0.00028237499820339825	1.0531857406510366e-06	0.102495604	4.29e-06	0.00027273099999999996	6.75e-08	0.018105708	0.078567604	0.004160395	0.290030207	0.018237077	0.169642853	2
6081	0.82818455	0.85014856	0.80732685	9.530692338840773e-06	0.00016052704111648762	5.658502709470524e-07	0.004503681	2.03e-06	0.00012287799999999998	3.33e-08	0.014029052	0.07002316900000001	0.0027853009999999996	0.149606297	0.031746029	0.089385472	2
6082	0.8315708	0.84911335	0.8147384	1.0022430097202356e-05	0.00020037693554347707	5.0109424794099e-07	0.033654484	3.6e-06	0.00030643099999999997	4.23e-08	0.016780116	0.086122823	0.003262857	0.190140841	0.021276592	0.150753765	1
6083	0.8203171	0.8390112	0.80243784	5.8944904689314514e-06	9.959749059085895e-05	3.482410707819098e-07	0.000793835	2.23e-06	0.000164127	3.03e-08	0.014478433999999998	0.066467342	0.003128078	0.081300811	0.01639344	0.11111110800000001	1
6084	0.8247870999999999	0.82961226	0.82001776	1.1330158994701795e-05	0.00019859776708733084	6.463963417371843e-07	0.071013478	2.7e-06	0.000208135	3.5099999999999997e-08	0.015315166000000002	0.077297999	0.0030258140000000004	0.218749996	0.01886792	0.159999996	3
6085	0.82854575	0.82370275	0.83344597	1.440773803100112e-05	0.0002963379339615024	6.99042412581408e-07	0.154787918	8.08e-06	0.00072145	9.06e-08	0.026419663	0.122191861	0.005712317	0.269767437	0.014018687	0.157534242	3
