candidate_id	similarity score	score
6192	0.000551969	3
6193	0.000464578	1
6194	8.99E-05	3
6195	0.000240827	3
6196	0.000232748	1
6197	0.000158816	2
6198	0.000260913	3
6199	0.000321128	2
6200	9.03E-05	0
6201	0.000195023	2
6202	0.000194538	1
6204	0.00030644	1
6205	0.00018383	2
6206	0.000472622	0
6207	0.000213353	0
6208	0.000110767	3
6209	0.000139343	2
6210	0.000352973	2
6211	0.000182703	1
6212	0.000418553	2
6213	0.000347465	1
6214	0.000394432	1
6215	0.000229834	1
6216	0.000181056	2
6217	0.000155187	1
6218	0.000351625	2
6219	0.000193717	2
6220	0.000202988	2
6221	0.000359185	2
6222	0.000213237	2
6223	0.000378358	3
6224	0.00019297	2
6225	0.000291043	3
6226	0.000332099	3
6227	0.00031883	1
6228	0.000229806	3
6229	0.000289171	1
6230	0.000387594	1
6231	0.000354219	2
6232	0.000290855	1
6233	0.000401191	2
6234	0.000568855	1
6235	0.000139513	1
6236	0.000283374	2
6237	0.000154519	2
6238	0.000319366	0
6239	0.000392453	2
6240	2.43E-05	3
6241	0.000234871	1
6242	0.00015196	1
6243	0.000272643	2
6244	0.0001432	1
6245	0.000311235	3
6246	0.000146472	1
6247	0.000188556	3
6248	0.000632324	1
6249	0.000351043	3
6250	0.000383671	3
6251	0.000271326	1
6252	0.00024528	1
6253	0.00051263	3
6254	0.000148833	3
6255	0.000514518	1
6256	0.000540216	1
6257	0.000338469	1
6258	0.000104768	1
6259	0.000186157	3
6260	0.000179195	2
6261	0.000166436	1
6262	0.000135198	3
6263	0.000245252	3
6264	0.000258284	3
6265	0.000362095	2
6266	0.000169577	1
6267	0.000271351	3
6268	8.65E-05	3
6269	0.000321024	1
6270	0.000791374	3
6271	5.54E-05	2
6272	0.000224092	2
6273	0.000185968	1
6275	0.000285744	1
6276	0.000445334	3
6277	0.000153001	1
6278	0.000237263	1
6279	0.000291039	2
6280	0.000190585	3
6281	0.000300051	1
6282	0.00015918	3
6283	0.000234198	1
6284	0.00050187	3
6285	0.00031757	2
6286	0.000204807	3
6287	0.000336146	3
6288	0.000455591	2
6289	0.000519354	2
6290	0.000274904	1
6291	0.000351354	2
6292	0.000259077	3
6293	0.00037392	2
6294	0.00026978	1
6296	0.000293287	0
6297	0.000202533	1
6298	0.000148873	1
6299	7.45E-05	2
6300	0.000227847	3
6301	0.000258006	3
6302	0.000176681	2
6303	0.000230311	1
6304	0.000535797	1
6305	0.000369815	3
6306	0.000376529	1
6307	0.000178413	2
6308	0.00020549	3
6309	0.000645576	1
6310	0.000264163	3
6311	0.000312404	2
6312	0.000359131	2
6313	0.000118756	3
6314	0.000368355	1
6315	0.000189284	2
6316	0.000381581	1
6317	0.000539563	2
6318	0.000227495	1
6319	0.000277358	1
6320	0.000277376	1
6321	0.000300631	1
6322	0.000394689	2
6323	0.000121673	1
6324	0.000206511	1
6325	0.000127974	2
6326	0.000269695	1
6327	0.000229561	2
6328	7.72E-05	2
6329	0.000210066	2
6330	0.000356111	3
6331	0.000475188	3
6332	0.000201549	3
6333	0.000391798	3
6334	0.000511049	2
6335	0.000602666	3
6336	0.000202106	3
6337	0.000234885	2
6338	0.000279956	2
6339	0.000756102	2
6340	0.000309337	3
6341	0.00057731	2
6342	0.00026956	1
6343	0.000360207	1
6344	0.000307713	2
6345	0.000159172	2
6346	0.000208236	2
6347	0.000222549	3
6348	0.000383216	1
6349	0.000260496	3
6350	0.00031444	2
6351	0.000552167	3
6352	0.0005215	2
6354	0.00035949	1
6355	0.000170482	2
6356	0.000439276	1
6357	0.000346643	2
6358	0.000353752	2
6359	0.000303533	1
6360	0.00051933	2
6361	3.08E-07	2
6362	0.000206645	1
6363	0.000283307	3
6364	0.000186093	3
6365	0.000441743	2
6366	0.000364539	3
6367	0.000234069	2
6368	0.000196467	1
6369	0.000462348	1
6370	0.000296495	0
6371	0.00028545	3
6372	0.000292593	2
6373	6.18E-05	2
6374	0.000199202	2
6375	0.000145722	1
6376	0.000344315	2
6377	0.0004642	3
6378	0.000180731	3
6379	0.000360626	3
6380	0.000275869	1
6381	0.000268829	3
6382	0.000482216	1
6383	0.000362448	2
6384	0.000473573	3
6385	0.000241029	2
6386	0.000218496	2
6387	0.000101306	3
6388	0.000214828	3
6389	0.000266608	2
6390	0.000172945	2
6391	0.000183648	1
6392	0.0004344	3
6393	0.00053232	1
6394	0.000420431	1
6395	0.000194264	2
6396	0.000353171	3
6397	0.000701846	2
6398	0.00023366	2
6399	0.000177465	2
6400	0.000307115	2
6401	0.000361181	2
6402	0.000252873	2
6403	0.000220514	0
6404	0.000337201	1
6405	0.000499181	3
6406	0.000230889	2
6407	0.000113493	2
6408	6.41E-05	3
6409	0.000219594	2
6410	0.000331164	3
6411	0.000217119	1
6412	0.000289683	1
6413	0.000308809	2
6414	0.000284322	1
6417	0.000611796	3
6418	6.54E-05	2
6419	0.000237547	3
6420	0.000228948	1
6421	0.000118129	1
6422	0.000269293	1
6423	0.000141627	3
6424	0.000740805	2
6425	0.000314582	2
6426	0.000487928	2
6427	9.44E-05	1
6428	0.000374534	2
6429	0.000185552	1
6430	0.000538175	1
6431	0.00032247	1
6432	0.000254411	3
6433	0.000198867	2
6434	0.000197929	2
6435	0.000432099	1
6436	0.000169738	2
6437	0.00019527	2
6438	9.86E-05	1
6439	9.78E-05	1
6440	0.000271601	1
6441	0.000389519	3
6442	0.000373346	1
6443	0.000256863	2
6444	0.000247793	3
6445	0.000201652	3
6446	0.000261157	3
6447	0.000145839	2
6448	0.000431781	2
6449	0.000226385	0
6450	0.000612674	2
6451	0.000513455	1
6452	0.000672398	1
6453	0.000220948	1
6454	3.19E-07	2
6455	0.000481195	3
6456	8.95E-06	1
6457	0.00030111	2
6458	0.000325151	1
6459	0.000182883	2
6460	0.000369444	2
6461	0.000162772	2
6462	0.000384275	3
6463	0.000193324	3
6464	0.000458422	1
6465	0.000110939	2
6466	0.000346567	2
6467	0.000202686	1
6468	0.000212126	2
6469	0.000214	1
6470	0.000182873	2
6471	0.000140351	1
6472	0.00021178	3
6473	0.000192952	2
6474	0.000374679	2
6475	0.000329659	1
6476	0.000390512	3
6477	0.00081886	2
6478	0.000203324	3
6479	0.000619386	0
6480	0.000379087	2
6481	0.000290334	1
6482	8.95E-05	1
6483	0.000166366	3
6484	0.000198687	3
6485	0.00048085	3
6486	0.000101693	2
6487	0.000223608	3
6488	4.91E-05	1
6489	8.38E-05	2
6490	0.000353886	1
6491	0.000371485	3
6492	0.000389021	2
6493	0.000307043	2
6494	0.000474192	3
6495	0.000262454	2
6496	0.00043745	1
6497	0.000151742	2
6498	0.000662922	2
6499	0.00023395	1
6500	0.000303781	2
6501	0.000464989	1
6502	0.000215001	2
6503	0.000208583	2
6504	0.000413211	1
6505	0.000230184	3
6506	0.000233801	1
6507	0.000269392	3
6508	0.000184767	2
6509	0.000153862	1
6510	0.000267351	2
6511	0.000287926	2
6512	0.000326024	3
6513	0.000153505	2
6514	0.000453022	1
6515	0.000476574	1
6516	0.00017228	3
6517	0.000233239	1
6518	0.000144206	1
6519	0.000200679	2
6520	0.000649847	2
6521	0.000163728	2
6522	0.000127102	2
6523	0.000638841	2
6524	0.00015011	2
6525	0.000249293	2
6526	0.000258361	1
6527	0.000364197	2
6528	0.000358132	2
6529	0.000244599	2
6530	0.000222654	3
6531	0.000319929	1
6532	0.000214901	3
6533	0.000111522	2
6534	0.000222094	1
6535	0.000281848	2
6536	0.000370382	2
6537	0.000197728	1
6538	0.000264233	0
6539	0.000288719	1
6540	0.000585433	2
6541	0.000317202	2
6542	0.000245523	2
6543	0.000100642	3
6544	0.000173423	2
6545	0.000207278	1
6546	0.000365403	1
6547	8.38E-05	2
6548	0.000314183	1
6549	0.000509911	1
6550	0.000321892	1
6551	0.000116363	2
6552	0.000107808	1
6553	0.000510512	2
6554	0.000161873	3
6555	0.000312611	1
6556	0.000282237	1
6557	0.000151864	1
6558	0.000431175	1
6559	0.000235149	2
6560	0.000262511	1
6561	0.000296367	2
6562	0.00020995	1
6563	0.000132465	3
6564	0.000285414	3
6565	0.000687947	1
6566	0.000271849	3
6567	0.000145752	1
6568	0.000603758	1
6569	0.000333555	1
6570	0.00034274	2
6571	0.000291555	2
6572	0.000328731	3
6573	0.000242729	1
6575	0.000342137	3
6576	0.000387732	2
6577	0.000204444	1
6578	0.000165766	3
6579	0.000299605	2
6580	0.00036865	2
6581	0.000231112	1
6582	0.000423586	2
6583	0.000184701	2
6584	0.000164726	3
6585	0.000123226	0
6586	0.000304994	2
6587	0.000339178	1
6588	0.000314768	0
6589	0.000407179	1
6590	0.000220296	2
6591	0.000415258	1
6592	0.000112401	3
6593	6.35E-05	2
6594	0.000200637	1
6595	0.000210755	1
6596	0.000217299	2
6597	0.000136564	3
6598	0.000211053	1
6599	0.000603856	3
6600	0.000298614	3
6601	0.000213014	2
6602	0.000386523	1
6603	0.000313366	1
6604	0.000559864	2
6605	0.000127085	1
6606	0.000378858	2
6607	0.000310206	2
6608	0.000256799	2
6609	0.00034715	2
6610	0.000252237	1
6611	0.000416734	1
6612	0.000252213	1
6613	0.000260942	1
6614	0.000296855	1
6615	0.000247058	3
6616	0.000331437	0
6617	0.000345365	2
6618	0.00011153	2
6619	0.00014912	3
6620	0.00011927	1
6621	0.000335368	1
6622	0.000226558	1
6623	0.000204089	2
6624	0.000285917	1
6625	0.000136187	2
6626	0.000176445	2
6627	0.000177849	2
6628	0.000482055	1
6629	0.000197795	1
6630	0.000271032	1
6631	0.000278641	2
6632	0.000263465	2
6633	0.000685621	3
6634	0.0006061	1
6635	0.000156317	2
6636	0.000213674	3
6637	4.46E-05	3
6638	0.000264026	2
6639	0.000112724	2
6640	0.000220448	1
6641	0.000161973	1
6642	0.000182035	1
6643	0.000841155	2
6644	0.000503112	1
6645	0.000226496	3
6646	0.000304742	3
6647	0.000150639	1
6648	0.000187335	2
6649	0.00016627	1
6650	0.000360988	1
6651	0.000384777	3
6652	0.000385095	1
6653	0.000242919	1
6654	0.000245171	1
6655	0.000344291	3
6656	8.88E-05	0
6657	0.000228512	3
6658	0.000368783	2
6659	0.000228907	2
6660	0.000377368	1
6661	0.000394938	3
6662	0.000204981	2
6663	0.000129856	2
6664	0.000445415	2
6665	0.000161912	2
6666	0.000486107	2
6667	0.0005135	1
6668	0.000366338	1
6669	0.00047391	3
6670	0.000220726	1
6671	0.000536318	1
6672	0.000177459	3
6673	0.000365925	0
6674	8.27E-05	0
6675	0.000152774	2
6676	0.000270119	2
6677	0.000150786	3
6678	0.000161206	2
6679	0.000253481	2
6680	4.14E-05	3
6681	9.75E-05	2
6682	0.000279165	3
6683	0.000781311	1
6684	0.000403458	1
6685	0.000227732	2
6686	0.000380181	3
6687	0.000419341	2
6688	0.000354574	1
6689	0.000509252	1
6690	0.000176571	3
6691	0.000368677	1
6692	0.000499592	2
6693	0.000145999	2
6694	0.000797502	3
6695	0.000237556	1
6696	0.00030667	3
6697	0.000662551	2
6698	0.00019875	2
6699	0.000209981	3
6700	0.000168846	2
6701	0.000461528	3
6702	0.000441543	1
6703	0.000524445	1
6704	0.000283262	2
6705	0.000268992	3
6706	0.000629751	2
6707	0.000316162	3
6708	0.000653747	1
6709	0.000398504	2
6710	0.000169576	2
6711	0.000237117	2
6712	0.000241896	3
6713	0.000468155	2
6714	0.000450062	2
6715	4.26E-05	2
6716	0.000543359	3
6717	0.0001187	2
6718	0.000197953	1
6719	0.000231465	1
6720	0.000696504	1
6721	0.00046898	2
6722	5.14E-05	1
6723	0.000329575	1
6724	0.00039056	1
6725	0.000348403	1
6726	0.000297997	3
6727	0.000169482	3
6728	0.000395348	2
6729	0.0001507	1
6730	0.000223055	2
6731	0.000561028	1
6732	0.000186694	2
6733	0.000296191	3
6734	0.000745881	0
6735	9.28E-05	3
6736	0.000368391	2
6737	0.000373141	1
6738	0.000450182	1
6739	0.000591276	1
6740	0.00056743	3
6741	0.000159858	3
6742	0.000146986	2
6743	0.000263426	1
6744	0.000224902	2
6745	0.000219276	2
6746	0.000140013	1
6747	0.000248025	2
6748	0.000358351	3
6749	0.000149182	2
6750	0.000254661	1
6751	0.000194479	3
6752	0.000328698	2
6753	0.000247997	1
6754	0.000474534	1
6755	0.000440849	3
6756	0.000447098	1
6757	0.000241469	2
6758	0.000355113	3
6759	0.000342786	1
6760	0.000130726	3
6761	0.000376769	1
6762	0.000176419	3
6763	0.000224834	2
6764	0.000350317	3
6765	0.000405012	3
6766	0.000177866	1
6767	0.000255892	2
6768	0.000369989	1
6769	0.000531491	1
6770	0.000172224	2
6771	0.000543544	2
6772	0.000451723	1
6773	0.00042065	1
6774	0.000312196	1
6775	0.000232887	2
6776	0.000295424	1
6777	0.000235784	1
6778	0.000379574	1
6779	0.0002542	3
6780	0.000203184	3
6781	0.000224045	2
6782	0.000149371	0
6783	0.000155503	2
6784	0.000282133	1
6785	0.000275772	1
6786	0.000184286	1
6787	0.000220179	2
6788	0.000368345	1
6789	0.000235214	3
6790	0.000296725	2
6791	0.000247805	2
6792	0.000300644	2
6793	0.000483389	1
6794	0.000261246	3
6795	0.000234928	1
6796	0.000424926	1
6797	0.000511108	2
6798	0.000299292	3
6799	0.00044493	3
6800	0.000243352	3
6801	0.000385814	1
6802	0.000333881	2
6803	0.00035636	2
6804	0.000296168	3
6805	0.00037225	3
6806	8.37E-05	2
6807	0.00033903	1
6808	0.000333434	1
6809	0.000318021	3
6810	0.000480652	3
6812	0.000419796	1
6813	0.000366926	1
6814	0.000537633	2
6815	0.000283383	2
6816	0.00027107	3
6817	0.000494819	1
6818	0.000672714	3
6819	0.000453504	1
6821	0.00041865	1
6822	0.000424991	3
6823	0.000195279	1
6824	0.000423755	1
6825	0.000486659	3
6826	0.000332195	2
6827	0.000580125	2
6828	0.000129853	1
6829	0.000218669	1
6830	0.000248559	2
6831	0.000244548	3
6832	0.000207902	2
6833	0.000471947	1
6834	0.000280306	1
6835	0.00032242	1
6836	0.000200915	2
6837	0.000258859	1
6838	0.000274799	2
6839	0.000348251	1
6840	0.000409255	2
6841	0.000328752	1
6842	0.000120049	1
6843	0.00012764	1
6844	2.86E-05	1
6845	0.000279847	3
6846	0.000178651	1
6847	0.000261068	1
6848	0.000327602	2
6849	0.000327248	3
6850	0.000276048	2
6851	0.000302951	2
6852	0.000312648	3
6853	0.000237418	3
6854	0.000411504	2
6855	0.000130192	2
6856	0.000180776	1
6857	0.000319998	2
6858	0.000357268	3
6859	0.000203941	2
6860	0.000138472	2
6861	0.000307444	1
6862	0.000172902	2
6864	0.000309994	0
6865	0.000299699	2
6866	0.000101484	2
6867	0.000597651	2
6868	0.000482771	2
6869	0.00029896	1
6870	0.000289273	2
6871	0.0001792	2
6872	0.00037529	3
6873	0.000142946	2
6874	0.000132531	2
6875	0.00019213	1
6876	0.00051164	2
6877	0.000283797	2
6878	0.000254746	2
6879	0.000283324	3
6880	0.000190675	2
6881	0.000309879	2
6882	0.000521183	2
6883	0.000418664	1
6884	0.000118163	2
6885	7.26E-05	1
6886	0.000290949	2
6887	0.000394722	1
6888	0.000270733	2
6889	0.000317706	2
6890	0.000327772	2
6891	0.000316346	1
6892	0.000303541	1
6893	0.000275552	2
6894	0.000286659	2
6895	0.000186635	2
6896	0.000411121	3
6897	0.000378719	2
6898	0.000460184	3
6899	0.000285473	3
6900	0.000614251	2
6901	0.000213047	2
6902	0.000276149	1
6903	0.000340393	2
6904	0.000282245	3
6905	0.000278793	1
6907	0.00051273	1
6908	0.00036099	2
6909	0.000177677	1
6910	0.000397428	2
6911	0.000324493	1
6912	0.000242023	2
6913	0.000391352	2
6914	0.000357163	1
6915	0.000570874	3
6916	0.000166479	1
6917	0.000422869	3
6918	0.00014594	1
6919	0.000362655	3
6920	0.00046783	2
6921	0.000318555	3
6922	0.000293612	1
6923	0.000262484	3
6924	0.000261477	2
6925	0.000404115	1
6926	0.00024318	3
6927	0.000586095	1
6928	0.000166216	0
6929	0.000890168	2
6930	0.000240639	2
6931	0.000504114	3
6932	0.000176998	2
6933	0.000250784	3
6934	0.000236537	1
6935	0.00022302	2
6936	0.000587396	2
6937	0.00019734	2
6938	0.000150589	2
6939	0.000305505	2
6940	0.000298651	3
6941	0.000261415	2
6942	0.000247527	2
6943	0.000163663	1
6944	0.000212688	3
6945	0.000311285	2
6946	0.000436574	3
6947	0.000517443	1
6948	0.000239115	1
6949	0.000179238	3
6950	0.000843641	1
6951	0.000392475	0
6952	0.000152872	1
6953	0.000210576	1
6954	0.000422601	1
6955	0.000241812	2
6956	0.000231109	2
6957	0.00040135	3
6958	0.000197067	3
6959	0.0002631	2
6960	0.000238582	2
6961	0.000117351	3
6962	0.000235999	1
6963	0.000197385	2
6964	6.88E-05	2
6965	0.000478035	3
6966	0.000160801	1
6967	0.000352989	3
6968	0.000306284	3
6969	0.000141194	2
6970	0.000227582	2
6971	0.000373547	2
6972	0.000229291	2
6973	0.00018695	1
6974	0.000168392	1
6975	0.000455314	2
6976	9.79E-05	1
6977	0.000253145	1
6978	0.000229231	1
6979	0.000181373	3
6980	0.000287344	1
6981	0.000237431	2
6982	0.000314901	3
6983	0.00020234	1
6984	0.000755224	1
6985	0.000270276	1
6986	0.000330484	3
6987	9.76E-05	1
6988	0.000343279	2
6989	0.000294115	3
6990	0.000294377	1
6991	0.000259305	1
6992	0.000375026	2
6993	0.000253677	1
6995	0.000224014	1
6996	0.000255065	2
6997	0.000384841	2
6998	0.000135612	1
6999	0.000365636	1
7000	0.000392149	2
7001	0.000382876	2
7002	0.000338816	2
7004	0.00019287	2
7005	8.92E-05	1
7006	0.000618799	1
7007	0.000333901	2
7008	0.000238742	1
7009	0.000319369	1
7010	0.000135999	1
7011	0.000168259	1
7012	0.000262085	1
7013	0.000277565	1
7014	0.000310255	1
7015	0.000282733	2
7016	0.000202948	1
7017	0.000418988	2
7018	0.000447903	2
7019	0.000243153	2
7020	0.000205674	3
7021	0.00010707	3
7022	0.000410207	2
7023	0.000132522	1
7024	0.000135278	0
7025	0.00029751	2
7026	9.26E-05	3
7027	0.000231691	3
7028	0.000306804	3
7029	0.000296561	2
7030	0.000173743	1
7031	0.000180643	1
7032	0.000336899	2
7033	0.000670675	3
7034	0.000277026	3
7035	0.000346397	2
7036	5.79E-05	3
7037	0.000510608	1
7038	0.000454058	2
7039	0.000157634	1
7040	0.000493538	3
7041	0.000741458	2
7042	0.000222492	2
7043	0.000394439	2
7044	0.000476693	1
7045	0.000419332	1
7046	0.000707467	1
7047	0.000172501	2
7048	0.000453805	1
7049	8.16E-05	2
7050	0.000375728	3
7051	0.000217242	1
7052	0.000429378	1
7053	0.000350087	3
7054	0.000353388	3
7055	0.000122438	1
7056	0.000269334	3
7057	0.000146508	2
7058	9.09E-05	1
7059	0.000246324	3
7060	8.28E-05	1
7061	0.000199781	2
7062	0.000218742	1
7063	0.000216466	2
7064	0.00021476	1
7065	0.000309969	3
7066	0.000435648	2
7067	0.000220435	1
7068	0.000423461	2
7069	0.000211174	2
7070	0.000285407	1
7071	0.000197108	1
7072	0.000436829	2
7073	0.000383594	2
7074	0.000174258	1
7075	0.000213971	3
7076	0.000435806	2
7077	0.000438526	2
7078	0.000491613	1
7079	0.000303598	3
7080	0.000121729	2
7081	0.000213677	2
7082	0.000209827	3
7083	0.000156837	1
7084	0.000454696	1
7085	0.000332343	3
7086	0.000278895	1
7087	0.000277041	3
7088	0.000163038	2
7089	0.000174691	1
7090	0.000163382	1
7091	0.000329856	1
7092	0.000294725	1
7093	0.000409065	1
7094	0.000437125	1
7095	0.000255342	2
7096	0.000269594	2
7097	0.00072601	2
7098	0.000280398	2
7099	0.00021641	2
7100	0.000151943	1
7101	0.000293421	1
7102	0.00042596	1
7103	0.000189338	2
7104	0.00050602	1
7105	0.000207911	1
7106	0.00015299	2
7107	0.000214538	3
7108	0.000280183	1
7109	0.000304924	1
7110	0.000143677	2
7111	0.000330321	3
7112	0.000118635	1
7113	0.00019121	2
7114	0.000398195	1
7115	0.000176854	3
7116	0.000416587	3
7117	0.00032315	1
7118	0.000150189	1
7119	0.000442632	1
7120	0.000458094	3
7121	0.000359079	2
7122	0.00038929	2
7123	0.000329325	1
7124	0.000160163	3
7125	0.000487464	3
7126	0.000110493	3
7127	0.000380017	2
7128	7.04E-05	2
7129	0.000207222	3
7130	0.00022016	3
7131	0.000195647	3
7132	0.000413368	1
7133	0.000247114	2
7134	0.000230132	1
7135	2.25E-05	1
7136	0.00024295	2
7137	0.000228872	0
7138	0.000272219	1
7139	0.000245916	3
7140	0.000580612	2
7141	0.000401896	1
7142	0.000482523	2
7143	0.000191706	2
7144	0.000357158	3
7145	0.000547905	1
7146	0.00021529	2
7147	0.000159708	3
7148	0.000137337	1
7149	0.000308834	3
7150	0.000192412	1
7151	0.000350988	3
7152	0.000181733	1
7153	0.000171529	3
7154	0.000231594	3
7155	0.000125032	3
7156	0.000372832	1
7157	0.000454878	2
7158	0.000396596	2
7159	0.000324074	3
7160	0.000323443	1
7161	0.000626515	3
7162	0.000139181	2
7163	0.000372821	2
7164	0.000173329	2
7165	0.000370519	3
7166	0.000233325	2
7167	0.00025335	3
7168	0.000212834	1
7169	0.000218255	2
7170	0.000325001	1
7171	0.000258086	2
7172	0.000219381	2
7173	0.000352345	3
7174	0.000325827	3
7175	0.000309967	2
7176	0.000335118	1
7177	0.000210858	2
7178	0.000529172	1
7179	0.000270692	1
7180	0.000170427	1
7181	0.00020764	3
7182	0.000101106	1
7183	0.000323393	3
7184	0.000323475	2
7185	0.000375195	3
7186	0.000152323	2
7187	0.000106694	3
7188	0.000414175	3
7189	0.000194642	1
7190	0.000264178	1
7191	0.000233408	1
7192	0.000265167	0
7193	0.000285653	1
7194	0.000563948	1
7195	0.00041714	1
7196	0.000187606	2
7197	0.000305922	3
7198	0.000407601	2
7199	0.000387121	1
7200	0.000250158	2
7201	0.000659975	1
7202	0.000300447	2
7203	0.000362533	1
7204	8.27E-05	3
7205	0.000254291	1
7206	0.000320436	1
7207	0.000280943	1
7208	0.000215259	1
7209	0.000242863	3
7210	0.000556562	2
7211	0.000220392	3
7212	0.000373126	3
7213	0.000315488	1
7214	0.000406223	2
7215	0.000135073	2
7216	0.000463148	2
7217	8.80E-05	3
7218	0.000181205	3
7219	0.000212704	2
7220	0.000220655	1
7221	0.000604181	1
7222	0.000283404	3
7224	0.000374824	3
7225	0.000246978	1
7226	0.000397367	2
7227	0.000216357	1
7228	0.000309488	2
7229	0.000320879	3
7230	0.000408439	1
7231	0.000284612	3
7232	0.000349486	1
7233	0.000244837	1
7234	0.000439428	1
7235	0.000521758	2
7236	4.68E-05	1
7237	0.000392007	1
7238	0.000265275	1
7239	0.000228062	2
7240	0.000203816	1
7241	0.00017399	2
7242	0.000303117	2
7243	0.000230373	2
7244	0.000358373	3
7245	0.000114323	2
7246	0.000126078	3
7247	0.000319524	1
7248	0.000305064	3
7249	0.000192244	2
7250	0.000120649	2
7251	0.000178547	1
7253	0.000350448	1
7254	0.000512178	1
7255	0.000288828	2
7256	0.000286743	3
7257	0.000291465	1
7258	0.00027168	1
7259	0.000179795	1
