metric	correlation	cs-en	de-en	et-en	fi-en	ru-en	tr-en	zh-en
BERT_SMS	Spearman	0.03738607346849874	7.760274461610307e-09	6.212602572143132e-07	0.0	0.0020082755054294677	0.6238376647810728	1.579830848680049e-05
BERT_SMS	Pearson	0.008252553379800085	1.027061757649812e-07	5.494585741708064e-07	7.772899460386251e-05	2.1401342583667943e-05	0.3069714372477872	1.0195355067917317e-07
BERT_SMS	Kendall	0.08333333333333333	3.983092142401005e-08	1.8984210897696083e-05	5.5114638447971785e-06	0.005505952380952381	0.8166666666666667	3.947712157037554e-05
BERT_S+WMS	Spearman	0.03738607346849874	3.933929195107234e-08	7.86958667643916e-06	0.00023589981215941676	0.0020082755054294677	0.1881204043741873	1.998540422478126e-05
BERT_S+WMS	Pearson	0.015555115168560384	9.393022070361079e-07	8.576002368948706e-06	0.000161158618418429	0.0001530574222625469	0.1336877217056896	3.860938891536766e-05
BERT_S+WMS	Kendall	0.08333333333333333	1.0202702466674028e-07	4.966324030587168e-05	0.0008542768959435626	0.005505952380952381	0.23333333333333334	3.947712157037554e-05
ELMO_S+WMS	Spearman	0.03738607346849874	3.933929195107234e-08	5.951060951647866e-06	0.00023589981215941676	0.0020082755054294677	0.5046315754686911	3.829698105449934e-05
ELMO_S+WMS	Pearson	0.01344093811269928	1.5108796047674704e-06	5.476436169199356e-06	9.163356528562771e-05	5.240125276318204e-05	0.2969629150527883	1.73272740789076e-05
ELMO_S+WMS	Kendall	0.08333333333333333	1.0202702466674028e-07	3.088235076193731e-05	0.0008542768959435626	0.005505952380952381	0.48333333333333334	0.00014457073918879473
ELMO_SMS	Spearman	0.03738607346849874	5.588937633072717e-08	9.298982888193624e-09	0.0	0.0	0.28475697986529375	9.558659401055547e-06
ELMO_SMS	Pearson	0.007586744986567099	1.372885306999432e-07	7.495759366272863e-08	7.241591864648722e-06	3.259925526994124e-06	0.5044993650434942	2.5244557002469246e-09
ELMO_SMS	Kendall	0.08333333333333333	2.4419372499316283e-07	6.930135402225925e-06	5.5114638447971785e-06	4.96031746031746e-05	0.48333333333333334	1.9192943300086156e-05
ELMO_WMS	Spearman	0.03738607346849874	2.5613970650477537e-07	4.4826737063297834e-05	0.0024953982859902053	0.0038503204637324014	0.5046315754686911	9.766040002967738e-05
ELMO_WMS	Pearson	0.013583109933064228	2.2460726812563358e-06	1.1796681315468254e-05	0.00020778521572285244	0.00014668050370430155	0.23026619325679254	0.00013756784393556618
ELMO_WMS	Kendall	0.08333333333333333	2.4419372499316283e-07	0.0001240921452037769	0.0058862433862433864	0.014136904761904762	0.48333333333333334	0.00045112620881470087
GLOVE_S+WMS	Spearman	0.03738607346849874	1.0061504401171986e-10	1.4209273660062959e-08	1.9361963037459243e-06	3.3143960262001043e-05	0.10408803866182788	1.579830848680049e-05
GLOVE_S+WMS	Pearson	0.02200507608113425	2.0789384708082463e-11	3.729052841876102e-10	2.046065234058506e-07	1.4272097284997757e-06	0.05767373849409312	1.575185815339009e-09
GLOVE_S+WMS	Kendall	0.08333333333333333	1.3894896500716607e-09	1.153645938791122e-05	4.96031746031746e-05	0.0003968253968253968	0.23333333333333334	8.816873896238976e-06
GLOVE_SMS	Spearman	0.03738607346849874	3.982009789755264e-11	1.1508656245310014e-09	1.9361963037459243e-06	3.3143960262001043e-05	0.8728885715695383	1.579830848680049e-05
GLOVE_SMS	Pearson	0.01512905401016424	3.3451701055357136e-12	1.7632826055026526e-10	8.193371039433919e-07	5.838848194304934e-07	0.7405543234697296	1.7583962741922468e-10
GLOVE_SMS	Kendall	0.08333333333333333	3.558798821695647e-10	4.115209452987626e-06	4.96031746031746e-05	0.0003968253968253968	1.1833333333333333	1.9192943300086156e-05
GLOVE_WMS	Spearman	0.1881204043741873	1.0061504401171986e-10	1.4209273660062959e-08	1.9361963037459243e-06	3.3143960262001043e-05	0.28475697986529375	5.502099746344888e-06
GLOVE_WMS	Pearson	0.0309813397386125	1.5323118203474202e-10	2.524948773062445e-09	2.9238483199758377e-07	1.426834260203941e-06	0.054771558540719974	4.875789585834313e-09
GLOVE_WMS	Kendall	0.23333333333333334	1.3894896500716607e-09	1.153645938791122e-05	4.96031746031746e-05	0.0003968253968253968	0.48333333333333334	3.7950961810088793e-06
